time,action,price,delta,pnl
2025-06-29T14:44:42.550821,OPEN SHORT,103556.85,-0.03600000000005821,
2025-06-29T14:44:45.834830,CLOSE SHORT,103556.85,0.0010000000002037268,0.0
2025-06-29T14:44:51.882543,OPEN LONG,103556.85,0.23499999999989996,
2025-06-29T14:45:01.603989,CLOSE LONG,103556.85,-0.027000000000043656,0.0
2025-06-29T14:45:07.645276,OPEN LONG,103438.2,0.032000000000152795,
